date,location,morning,afternoon,evening,alcohol?,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,notes
31/3/20,"PL, Pos",2,2,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,Q-n,WL-i,WI-u,WI-u,WI-i,WI-i,WI-i,WI-u,WI-u,WI-u,Ch-e_Fr_6,Ch-e_Fr_6,WI-u,WI-u,WI-u,WI-u,WL-a,P-sm,WL-u,WI-u,WI-u,WI-u,WI-u,WI-u,COV,COV,WI-u-e_Fr_1,WI-u-e_Fr_1,WI-u,H,WI-u-e_Fr_1,WI-u-e_Fr_1,COV,COV,COV,COV,COV,COV,COV,COV,Ch_Fam_1,P-p,P-p,C-b,C-b,C-b,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,C-b,H,Ch_Fam_1,C-b,Ch-e_Fr_1,C-f,C-b,C-b,C-b,
1/4/20,"PL, Pos",4,4,3,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-n,H,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,Q-bl,WL-i,WL-i,WI-u,WI-u,WI-u,WL-u,WI-u,WI-u,WI-u,COV,COV,COV,COV,WI-u,WI-u,WI-u,WI-u,WI-u,WL-o,WL-o,H,Ch_Fr_1_Fam_1,WL-o,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,WI-u,P-sm,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,P-sm,H,H,H,H,H,WL-a,WL-a,WL-a,WL-a,WL-a,Ch_Fam_1,H,C-b,C-b,C-b,C-b,C-b,
2/4/20,"PL, Pos",5,4,4,no,C-b,C-b,Q,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,WL-a,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,WI-u,WL-i,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,P-sm,Q-bl,WI-u,WI-u,WI-u,H Q-bl,Ch_Fam_1_Fr_1,COV,WL-u,WI-u,WI-u,WI-u,WI-u,Q-bl,WL-u,WL-u,COV,WL-u,WI-u,WL-u,WI-u,WI-u,WI-u,Q-bl,I,ExI_Fr_1,ExI_Fr_1,ExI_Fr_1,H,C-f,C-f,C-f,C-f,C-f,C-f,C-f,C-f,
3/4/20,"PL, Pos",5,5,5,no,C-f,Q-bl,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,Q-n,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,P-t,P-t,P-t,WL-o,WI-u,WI-u,WL-o,WL-u,WL-a,WL-a,Ch-e_Fr_6,Ch-e_Fr_6,H,P-t,WL-u,WI-u,WI-u,WI-u,H,Ch-e_Fr_1,WL-u,Ch-e_Fr_1,Ch-e_Fr_1,Ch-e_Fr_1,Ch-e_Fr_1,WI-u,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,P-t,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,Ch-e_Fr_1,Q-bl,C-b,C-b,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,
4/4/20,"PL, Pos",5,4,5,no,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,P-t,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,WI-u,WL-u,C-d,C-d,C-d,C-d,C-b,C-b,Ch_Fr_1_Fam_1,C-b,C-b,P-t,C-b,C-b,C-b,C-b,C-b,C-b,C-b,P-sm,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,Ch_Fam_1,Ch_Fam_1,P-sm,C-b,C-f,C-f,C-f,C-f,C-f,C-f,H,C-d,C-d,
5/4/20,"PL, Pos",5,4,6,yes,C-d,C-d,C-d,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H_Fam_1,H_Fam_1,H_Fam_1,H,Ch_Fam_1,P-sm,WL-a,WL-u,WI-u,WI-u,P-sm,Q-ch,WI-u,WI-i,WL-i,H,WI-u,WI-u,WI-u,WI-u,WI-u,H,Q-yt,WI-u,WI-u,WI-u,WL-u,H,WI-u,Ch-e_Fr_1,Ch-e_Fr_1,WI-u,WI-u,WI-u,WL-u,Ch_Fr_1_Fam_1,WL-u,WI-u,WI-u,Q,Q,Q,Q,Q,Q,H,WI-u,WI-u,Q,Q,Q,H,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,WL-a,I,Q-n,C-f,C-f,C-f,C-f,C-f,
6/4/20,"PL, Pos",4,3,4,no,Q-bl,P-sm,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-n,H,Ch_Fr_1_Fam_1,Q-n,Q-n,P-sm,WI-u,Q,H,WL-i,WI-u,WI-u,WI-u,WL-u,Ch-e_Fr_10,Ch-e_Fr_10,Ch-e_Fr_10,WL-u,WL-a,P,Q,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fr_1_Fam_1,WI-u,WI-u,WI-u,WI-u-e_Fr_10,WL-u-e_Fr_10,WL-u-e_Fr_10,WL-u-e_Fr_10,WL-a,WI-u-e_Fr_1,WL-a,WL-a,WI-u,WI-u,WL-i,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-g,Q-g,Q-g,H,ExI_Fr_1,Ch_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,Q-g_Fr_1_Fam_1,
7/4/20,"PL, Krk",6,7,7,no,Q-g_Fr_1_Fr_1,Q-bl,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,WL-a,WL-a,Ch_Fr_1_Fam_1,Ch_Fr_1_Fam_1,WL-a,Q-g_Fr_1,Q-g_Fr_1,Q-g_Fr_1,Q-g_Fr_1,Q-g_Fr_1,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,Ch_Fam_1_Fr_1,T_Fam_1,Ch_Fam_3,Ch_Fam_3,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_2,WL-a,WL-u,WI-u-e_Fr_1,WI-u-e_Fr_1,WL-a,WL-a,WL-u,WL-u,WL-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,ExL_Fam_1,WL-a_Fam_1,ExL_Fam_1,ExL_Fam_1,WL-a_Fam_1,WL-a_Fam_1,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-a,WL-i,WL-i,WL-i,WL-i,H,
8/4/20,"PL, Krk",6,7,7,no,Q-bl,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,WL-a,H,WL-a,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,H,WI-u,WI-u,Ch_Fam_3,WI-u,WI-u,WL-u,WI-u,WI-u-e_Fr_1,WI-u-e_Fr_1,WI-u-e_Fr_1,WI-u-e_Fr_1,H,WI-u,WI-u,Ch_Fam_1,WI-u-e_Fr_2,WL-u-e_Fr_2,WL-u-e_Fr_2,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,H C-b,H C-b,WI-u,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,WI-u,WI-u,WL-i,ExL,ExL,Ch-e_Fr_1,WL-i,H,C-b,C-b,C-b,C-b,C-b,C-b,
9/4/20,"PL, Krk",6,6,6,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,WL-a,ExI_Fam_1,H,H,H Q-n,H,WL-u,H,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WL-u-e_Fr_1,WL-u,Ch_Fam_3,Ch_Fam_3,WL-u-e_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,H,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,WI-u,WI-u,H,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,Ch_Fam_1,C-b,C-b,ExL_Fam_1,ExL_Fam_1,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,C-b,C-b,C-b,C-b,
10/4/20,"PL, Krk",5,5,6,a bit,C-b,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExL_Fam_2,ExL_Fam_2,Q-n,ExI_Fam_1,H,Ch_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,C-b,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,WI-u,WI-u,WL-u,Q-bl,WI-u,WI-u,Ch_Fam_3,Q-bl,WL-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,H,Ch_Fam_1,Ch_Fam_1,Ch_Fam_1,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WL-u,WI-u,WL-u,WI-u,WI-u,WI-u,ExL,ExL,Ch_Fam_2,C-b,Ch-e_Fr_2,Ch-e_Fr_4,Ch-e_Fr_5,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,Ch-e_Fr_6,C-b,
11/4/20,"PL, Krk",5,6,6,a bit,Ch-e_Fr_1,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,C-b,C-b,H,Ch_Fam_2,C-b,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,WL-u,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,Ch-e_Fr_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,C-tv,C-tv,C-tv,C-tv,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_4,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,C-tv,Ch_Fam_1,ExL,ExL,C-tv,C-tv,C-b,C-b,C-b,C-b,C-b,C-b,
12/4/20,"PL, Krk",6,5,6,no,C-b,C-b,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,C-b,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,H,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,WL-a,WI-u,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,Q-n,ExL,ExL,ExL,ExL,H,C-tv,C-tv,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_3,Ch_Fam_3,C-tv,C-tv,C-tv,C-tv,C-tv,H,ExL,ExL,C-tv,C-tv,C-tv,C-tv,C-b,C-b,C-b,C-b,
13/4/20,"PL, Krk",5,5,7,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,S,H,H,Q-n,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,Q-g,WI-u,WI-u,WL-u,Ch_Fam_2,WI-u,WI-u,Ch_Fam_4,Q-bl,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,Ch-e_Fr_1,Ch-e_Fr_1,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,C-tv,Ch_Fam_4,Ch_Fam_4,H C-b,C-tv,C-tv,C-tv,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,ExL,ExL,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_4,Ch-e_Fr_1,
14/4/20,"PL, Krk",5,6,6,a bit,Ch-e_Fr_1,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,C-b,H,H Q-n,WI-u,WL-i,WL-i,WL-i,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_6,Ch-e_Fr_6,WI-u,WI-u,WI-u,WI-u,WL-a,WL-a,Ch_Fam_3,WL-a,WL-a,WL-a,WL-u,WI-u,WI-u,WI-u,WI-u-e_Fr_1,Ch_Fam_2,H Q-n,WI-u,WI-u,Ch_Fam_1,Ch_Fam_3,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,H C-b,C-tv,C-tv,C-tv,C-tv,C-tv,Ch_Fam_1,Ch_Fam_2,Q-n,C-b,C-b,ExL,ExL,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
15/4/20,"PL, Pos",5,4,5,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_1,Q-n,Q-n,Q-bl,WL-a,T_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,T_Fam_2,WL-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WL-a,WI-u,WI-u,S,T C-b,T C-b,T C-b,S,S,S,Q-ch,WL-a,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,Ch_Fam_2,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,WL-a,C-tv_Fam_2,C-tv_Fam_2,C-tv_Fam_2,Ch-e_Fr_3,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
16/4/20,"PL, Pos",5,5,5,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExI,H C-b,H Q-n,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,H,WL-u,WL-i,WL-i,WI-u,WI-u,WL-i,WI-u,WI-u,WI-u,H C-b,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,H,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,Q,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,C-b,Ch-e_Fr_2,Ch-e_Fr_2,Ch-e_Fr_2,Ch-e_Fr_2,Ch-e_Fr_2,Ch-e_Fr_1,Ch-e_Fr_1,I,C-tv_Fam_2,C-tv_Fam_2,C-tv_Fam_2,C-tv_Fam_2,Ch-e_Fr_1,C-b,C-b,C-b,
17/4/20,"PL, Pos",5,5,6,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,ExI C-b,H C-b,H C-b,H Q-n,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WL-u,H C-b,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,WL-i,Ch_Fam_2,Ch_Fam_2,WL-i,C-b,C-b,C-b,WL-i,WL-i,C-b,C-b,C-b,C-b,C-b,Ch-e_Fr_8,Ch-e_Fr_8,Ch-e_Fr_8,Ch-e_Fr_8,Ch-e_Fr_8,Ch-e_Fr_8,Ch-e_Fr_8,
18/4/20,"PL, Pos",4,4,5,no,H,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_2,Ch_Fam_2,P,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-o,WL-o,WL-o,WI-u,WI-u,WI-u,WL-i,Ch_Fam_2,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,P,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,P-p,P-p,Ch-e_Fr_1,P,Q-bl,
19/4/20,"PL, Pos",4,4,4,no,Q-bl,Q-bl,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,Q-ch,H,H,WI-u,WI-u,WI-u,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H C-b,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,P,WI-u,WI-u,WI-u,P,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,WI-u,WI-i,WI-u,WI-i,Ch-e_Fr_2,WI-u,WI-i,WI-u,H_Fam_2,H_Fam_2,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
20/4/20,"PL, Pos",4,4,4,no,C-b,C-b,C-b,Ch-e_Fr_1,Ch-e_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H Q-n,H Q-n,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,Q-ch,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,C-b,C-b,H,C-b,C-b,C-b,WL-o,WL-o,WL-o,WL-o,WL-o,WL-o,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
21/4/20,"PL, Pos",4,5,4,no,C-b,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,H_Fam_1,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch-e_Fr_1,WI-u,Ch-e_Fr_1,WL-a,WL-a,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Q-ch,WI-u,H Q-bl,P-sm,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
22/4/20,"PL, Krk",4,5,6,no,C-b,H,Q-bl,Q-bl,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H Q-bl,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WL-a,Q-bl,Ch_Fam_2,WL-a,T C-b,T C-b,Ch_Fam_1,H,WI-u,WI-u,WI-u,WI-u,WI-u,ExL_Fam_2,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,ExL_Fam_3,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,Ch-e_Fr_10,Ch-e_Fr_10,Ch-e_Fr_10,Ch-e_Fr_10,Ch-e_Fr_10,Ch-e_Fr_10,ExL,ExL,P-sm,H,C-b,C-b,C-b,C-b,C-b,C-b,
23/4/20,"PL, Krk",7,5,5,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExI,ExI,ExI,ExI,ExI,H,H,Ch_Fam_1,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H Q-n,WI-u,WI-u,WI-u,Ch_Fam_3,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H Q-bl,WI-u,WI-u,Ch_Fam_1,ExL_Fam_1,WI-u,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,H Q-p,WI-u,WI-u,WI-u,C-b,Ch_Fam_1,Ch_Fam_1,C-b,C-b,C-b,ExL,ExL,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
24/4/20,"PL, Krk",6,5,4,a bit,C-b,C-b,H,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,ExI,ExI,ExI,ExI,ExI,H,H,H Q-n,WI-u,WI-u,WI-u,WI-u,WI-i,WI-i,WI-u,WI-u,WI-u,Ch_Fam_1,Ch_Fam_2,Ch_Fam_3,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-i,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,Ch_Fam_3,Ch_Fam_3,Ch_Fam_3,H Q-p,WI-u,WI-u,WI-u,WI-u,Ch_Fam_1,WI-u,WI-u,WI-i,WI-i,WI-i,ExL,ExL,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
25/4/20,"PL, Krk",5,4,4,no,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,H,Ch_Fam_2,WL-u,WL-i,T_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,ExL_Fam_2,T WI-i_Fam_2,H,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_3,Ch_Fam_3,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,P-sm,WI-u,WI-u,WI-u,WI-u,WI-u,H,H,H,Ch_Fam_4,Ch_Fam_4,WI-u,Ch_Fam_2,WI-u,WI-i,WI-i,C-b,C-b,C-b,ExL,ExL,ExL,WI-u,WI-u,WI-u,C-b,C-b,C-b,C-b,C-b,
26/4/20,"PL, Krk",5,5,4,no,C-b,C-b,Ch-e_Fr_1,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H,WL-a,T WI-i_Fam_4,T WI-i_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,ExL_Fam_4,T WI-i_Fam_4,T WI-i_Fam_4,Q-ch,WI-u,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,Ch_Fam_4,Ch_Fam_4,H C-b,H C-b,WI-u,WI-u,WI-u,P-sm,ExL,ExL,ExL,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,
27/4/20,"PL, Krk",5,4,3,a bit,C-b,C-b,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,H,H,H Q-n,WL-a,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,WI-u,WI-u,WI-u,WI-u,WI-u,H WL-i,WL-a,WI-u,WI-u,WI-u,Ch_Fam_2,Ch_Fam_2,WI-u,H,WL-a,WI-u,P,WI-u,WI-u,WI-u,WI-u,WI-u,WI-u,H,WI-u,WI-u,WI-u,WL-a,WL-a,WL-a,Ch_Fam_3,Ch_Fam_3,H C-b,WI-u,WI-u,WI-u,WI-u,Ch_Fam_2,H,C-b,C-b,C-b,C-b,C-b,C-b,C-b,C-b,H,C-b,C-b,Ch-e_Fr_1,Q-bl,Q-bl,
